month,all fuels,coal,petroleum liquids,natural gas,nuclear,hydroelectric,wind,geothermal,biomass,total,renewable,renewable_percent,hydroelectric_percent,wind_percent,geothermal_percent,biomass_percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-10,14019.82792,1229.45433,3.33474,2857.20679,745.364,7418.80269,1398.39833,176.33499,141.71282,27990.43661,9135.24883,0.326370358,0.812107347,0.131155093,0.016538372,0.013291176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.724,94.03037,,7885.04819,870.19022,2.87251,1070.74065,745.364,4466.51307,539.50243,152.22227
Feb-10,16221.13691,1361.62259,2.78638,3303.09686,840.118,9227.44301,1101.32223,183.0755,136.06159,32376.66307,10647.90233,0.328875842,0.866597262,0.103292472,0.017170561,0.01276115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.076,87.51657,,9610.78182,948.35482,2.18813,1234.48746,840.118,5929.17762,447.73448,155.42045
Mar-10,16805.03804,1257.14648,1.89883,3709.52829,838.615,9193.5759,1404.01003,191.6484,147.27347,33548.73444,10936.5078,0.325988684,0.840631769,0.131681412,0.017974609,0.013812707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.013,92.446,,10010.80094,843.20346,1.54144,1491.64846,838.615,5941.24416,677.40222,167.63504
Apr-10,14501.74477,1144.30069,2.80882,2815.2576,813.66,8142.85812,1207.00767,181.52283,135.539,28944.6995,9666.92762,0.333979201,0.842341894,0.113204657,0.017024937,0.012712136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.165,77.06054,,8603.49805,737.47544,2.57899,1045.8723,813.66,5292.95109,504.76771,159.91232
May-10,14012.99495,1324.43114,1.27193,2864.53905,836.946,7725.80187,865.32351,182.23034,146.51579,27960.05458,8919.87151,0.319021963,0.866133762,0.081158268,0.017091294,0.013741644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.372,82.54861,,8602.33164,911.25799,0.94735,1341.98908,836.946,4944.46425,350.26628,163.43967
Jun-10,13670.13406,1200.85159,1.75277,3006.26579,792.921,6839.13364,1463.5376,171.19095,132.2365,27278.0239,8606.09869,0.31549568,0.794684547,0.137264474,0.016055915,0.012402396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.639,85.52851,,7976.44931,820.67528,1.39321,1356.38773,792.921,4210.26929,587.32936,158.47425
Jul-10,16216.5438,1298.90382,1.48052,3672.78197,821.066,8768.48646,1256.28165,181.87805,152.85667,32370.27894,10359.50283,0.320031312,0.846419621,0.11782604,0.017058253,0.014336352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.009,101.24301,,10134.37382,886.35104,1.20348,1680.31442,821.066,6069.32452,456.06593,169.77808
Aug-10,17897.36441,729.31439,3.82393,2833.58497,806.046,11548.90725,1593.67019,175.59367,145.8623,35734.16711,13464.03341,0.376783188,0.857759848,0.149469545,0.016468844,0.013680354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.941,90.52737,,11452.81161,723.00113,3.17221,1263.762,806.046,7877.96966,568.05327,161.60578
Sep-10,16153.45914,459.01828,4.0362,1310.9112,78.26,12603.0636,1402.59977,132.80124,107.42129,32251.57072,14245.8859,0.441711383,0.884680931,0.131549144,0.012455363,0.01007499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.681,51.95818,,10080.64305,109.35783,3.34088,588.07012,78.26,8596.87724,537.37339,120.00999
Oct-10,16395.93085,101.30772,2.85226,804.36423,254.663,13433.65378,1514.75498,125.91006,110.54145,32743.97833,15184.86027,0.463745123,0.884674178,0.142068127,0.011809043,0.010367628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62,51.49159,,10231.43887,0,1.63026,252.19782,254.663,8959.91467,609.97632,112.34761
Nov-10,16691.54017,219.26804,1.69291,1058.73483,801.738,12142.46082,2143.56061,153.04406,121.32022,33333.35966,14560.38571,0.436811226,0.833938129,0.201043498,0.014353927,0.011378564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.003,66.90619,,9983.18133,23.79788,1.05766,271.16198,801.738,7818.03974,889.72777,137.80484
Dec-10,14923.63555,1240.79086,2.31615,2635.17078,820.505,8383.70273,1450.52179,183.27742,157.86608,29797.78636,10175.36802,0.341480669,0.823921328,0.136043727,0.017189499,0.014806182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.238,102.04514,,8582.37864,851.84008,1.83755,942.77591,820.505,5114.10323,648.69915,165.57397
Jan-11,14194.77763,747.83696,2.91626,2126.80848,757.369,8686.60965,1524.10686,162.85016,135.60197,28338.87697,10509.16864,0.370839277,0.826574389,0.142945235,0.015273637,0.012718042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.843,89.72643,,8076.92624,381.67039,2.31453,644.52576,757.369,5434.97848,672.27527,143.75398
Feb-11,17791.39576,867.86886,3.70143,2341.3134,839.101,12257.95097,1094.82336,179.02273,153.2755,35528.45301,13685.07256,0.385186277,0.895716915,0.102682946,0.016790454,0.014375634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.125,102.58917,,10438.08274,451.79446,3.34499,545.60487,839.101,7894.95067,502.42833,156.30236
Mar-11,17311.63206,935.89137,3.10072,1223.9573,835.625,12406.05155,1567.29758,162.98004,120.97505,34567.51067,14257.30422,0.412448104,0.870154088,0.146996071,0.015285818,0.011346191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.241,77.03639,,10666.99218,580.86978,2.49545,325.56917,835.625,8099.53898,637.97379,139.65843
Apr-11,13730.66241,1168.01093,2.64354,1697.24261,810.062,8939.78519,773.27796,140.43473,129.76474,27391.88411,9983.26262,0.364460604,0.895477313,0.072525361,0.013171304,0.012170571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83.46684,,8287.46122,772.16741,2.22688,377.22133,810.062,5798.87313,344.77019,133.46368
May-11,13000.34737,1157.74278,1.50062,2626.70714,833.315,6959.52262,1072.50633,157.10472,133.5846,25942.33118,8322.71827,0.320816129,0.836207882,0.100589843,0.014734775,0.012528834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86.41865,,7577.00962,742.82926,1.35192,891.7854,833.315,4394.6714,515.70159,150.44339
Jun-11,13598.26109,1042.33158,2.58254,2598.09505,798.766,7988.72442,828.49736,149.6843,131.09562,27138.03796,9098.0017,0.335249059,0.878074624,0.077704361,0.014038817,0.012295394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84.56187,,7770.33402,690.54318,2.22207,859.21804,798.766,4912.89869,316.10328,143.263
Jul-11,17151.4482,815.3991,5.05495,2104.10888,826.197,11798.78969,1259.11918,167.96105,108.07596,34236.15401,13333.94588,0.389469736,0.884868575,0.11809217,0.015752984,0.010136391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60.17368,,11075.15391,554.34929,3.77906,767.05561,826.197,8222.31776,483.70448,161.64515
Aug-11,18302.97435,106.61775,2.31596,1016.71432,772.557,14791.91779,1313.51174,135.28695,99.87459,36541.77045,16340.59107,0.447175681,0.905225382,0.123193622,0.012688497,0.009367189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53.79078,,11395.67687,2.1379,0.61099,240.60243,772.557,9729.28268,468.51735,128.9597
Sep-11,17469.38354,2.60733,1.02339,270.58267,715.548,14670.78442,1560.73155,94.47988,99.74033,34884.88111,16425.73618,0.470855444,0.893158411,0.146380246,0.008861222,0.009354597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53.49795,,11253.49782,0.91596,1.0215,75.71791,715.548,9604.30957,724.13155,88.18616
Oct-11,17991.95529,4.32016,1.29563,309.39159,500.353,15441.16103,1469.65598,114.58039,91.66835,35924.38142,17117.06575,0.476474892,0.902091588,0.137838313,0.010746439,0.00859753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41.05682,,11359.95802,2.66308,1.29394,85.6926,500.353,9929.11897,682.26015,108.77719
Nov-11,17171.85335,3.50626,3.51505,676.08738,785.739,14189.25005,1238.58638,110.44059,106.55951,34285.53757,15644.83653,0.456310084,0.906960582,0.116166409,0.010358169,0.009994164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60.20567,,10610.73419,1.9646,3.51311,154.94043,785.739,8903.68041,607.40917,105.17958
Dec-11,17552.03902,80.05064,2.65515,1596.39565,826,13151.09837,1565.63538,144.15166,112.10212,35030.12799,14972.98753,0.427431711,0.8783216,0.146840174,0.013519913,0.010514003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77.04409,,10143.42373,4.90894,2.26431,399.15077,826,7931.96326,776.61768,138.23222
Jan-12,14227.88598,373.01445,2.89328,2426.06354,785.874,9218.92149,1086.73101,158.4736,118.00261,28397.85996,10582.12871,0.372638245,0.871178356,0.101923968,0.014863161,0.011067407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73.61914,,7750.49985,2.32781,2.53006,683.08272,785.874,5564.32882,511.22743,152.83448
Feb-12,15758.85055,784.5363,4.07594,2415.1019,843.673,10258.93152,1098.25814,169.12938,129.52238,31462.07911,11655.84142,0.370472701,0.880153663,0.103005092,0.015862562,0.01214784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.82681,,8944.732,407.27973,3.40347,577.55611,843.673,6373.37132,531.3491,163.14731
Mar-12,15876.29932,1320.45215,3.23073,2859.91758,832.632,9838.26802,670.40098,180.01772,112.64728,31693.86578,10801.334,0.340802036,0.910838237,0.062876579,0.016883774,0.010565133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62.26578,,9469.20706,913.08369,3.02565,946.03151,832.632,6211.68442,341.72511,174.39477
Apr-12,14637.93357,1219.71546,2.75879,2301.28791,748.464,8972.94955,1069.48984,166.45945,106.33647,29225.39504,10315.23531,0.352954521,0.869873472,0.100306927,0.01561215,0.009973245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59.33294,,8774.37846,818.54081,2.16743,777.10539,748.464,5728.71728,499.32109,161.06575
May-12,13251.33172,1248.34921,2.17101,1367.03357,805.467,8505.70935,996.25071,167.50338,104.21029,26448.02624,9773.67373,0.369542651,0.870267372,0.093437865,0.01571006,0.009773832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58.2298,,7984.04488,830.09823,1.94985,369.67951,805.467,5273.64614,496.77907,162.49299
Jun-12,13265.71641,1338.53611,3.8008,2216.64409,13.801,8657.58637,695.78707,182.86226,111.02206,26485.75617,9647.25776,0.364243244,0.897414227,0.065257528,0.017150562,0.010412705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68.41959,,7434.72898,929.88976,3.6463,930.87907,13.801,4976.10686,367.25278,177.94484
Jul-12,15940.18426,1230.39184,6.53482,1499.28201,0,11634.92999,1225.08972,175.5708,116.10675,31828.09019,13151.69726,0.413210381,0.884671367,0.114900564,0.016466699,0.010889595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68.65025,,10107.68225,852.03093,5.83048,678.39795,0,7786.74083,572.49066,170.5989
Aug-12,17685.25255,314.94672,5.33673,505.68239,0,15457.49888,1111.0238,144.32245,95.27663,35319.34015,16808.12176,0.475890028,0.919644628,0.104202377,0.013535932,0.008935948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48.30648,,10768.34905,58.94823,4.21296,163.87348,0,9832.82061,529.22948,139.30013
Sep-12,17250.34993,121.66278,3.72514,206.08041,0,15305.54684,1329.8935,144.66582,91.6068,34453.53122,16871.71296,0.489694738,0.907172074,0.124730059,0.013568136,0.008591757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48.05894,,10383.91789,1.57239,2.02114,65.09315,0,9501.80679,636.90512,139.53528
Oct-12,16392.40923,5.4481,1.59441,279.38197,0,14710.71943,1133.54398,129.32393,86.19614,32738.61719,16059.78348,0.490545565,0.91599737,0.106314534,0.012129228,0.008084294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39.2696,,10103.92366,2.14201,1.58295,71.28566,0,9311.4482,557.16636,123.79379
Nov-12,16243.23732,107.26167,1.79667,564.64631,22.512,13899.0079,1395.55874,120.55068,87.33235,32441.90364,15502.44967,0.477852651,0.896568491,0.13088877,0.011306389,0.008190858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48.2119,,9812.62059,1.38314,1.42293,125.27349,22.512,8766.68434,745.4663,115.10096
Dec-12,17243.32796,365.16735,3.69961,489.29467,814.989,14300.74651,967.13662,132.90567,102.38515,34419.65254,15503.17395,0.450416341,0.922439918,0.090707269,0.012465158,0.009602653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71.09571,,10205.52256,115.54173,2.82336,99.20942,814.989,8476.99964,513.42413,127.25604
Jan-13,16110.33895,365.13127,5.63678,739.66369,745.596,13074.10334,889.93394,121.55182,105.13465,32157.09044,14190.72375,0.441293772,0.921313357,0.083466468,0.011400286,0.009860527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67.27011,,9606.31202,55.4606,4.15998,167.36543,745.596,7980.07108,483.97466,116.501
Feb-13,17630.16964,1008.45063,4.84175,1429.06599,822.817,13180.25554,860.32716,148.87827,118.1015,35202.90748,14307.56247,0.406431272,0.921209016,0.080689662,0.01396322,0.011076682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75.24274,,10611.91342,649.89354,4.30424,455.31329,822.817,7970.97552,518.64527,143.13779
Mar-13,14939.18294,1352.28195,4.19733,2181.17274,808.065,9648.72172,608.03472,175.69439,112.09653,29829.44732,10544.54736,0.35349456,0.915043708,0.057027278,0.016478291,0.010513479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67.84608,,8856.15764,935.91828,3.81358,582.21764,808.065,5991.67821,328.52778,169.17573
Apr-13,14109.41073,1318.44487,2.11331,2354.13067,797.673,8591.26762,712.13588,171.41755,109.65247,28166.2461,9584.47352,0.340282247,0.896373453,0.066790875,0.016077168,0.010284251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65.85245,,8565.44562,898.42499,2.02846,684.71441,797.673,5572.9412,402.31931,165.70932
May-13,13249.51316,1045.80032,3.97502,2807.14103,819.251,7583.25109,655.88055,172.15572,118.80337,26455.77126,8530.09073,0.322428352,0.889000051,0.061514715,0.016146401,0.01114251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76.75088,,7916.13033,615.42494,3.81343,1118.65332,819.251,4814.01838,348.4102,165.86623
Jun-13,12861.7546,1219.54874,0.96181,3349.30992,791.481,6500.51404,661.41225,177.73647,119.834,25682.55283,7459.49676,0.290449972,0.871441365,0.06203353,0.016669816,0.011239172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78.39901,,7494.06778,817.47375,0.49234,1507.16845,791.481,3814.40303,361.4661,171.89971
Jul-13,14744.38264,1382.23614,1.70864,3638.42254,770.477,7649.5066,953.50963,176.68619,129.05021,29445.97959,8908.75263,0.302545636,0.858650691,0.0894292,0.016571311,0.012103556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84.25015,,9126.68091,959.29218,1.54781,1753.07408,770.477,4970.33334,470.53462,170.51031
Aug-13,16346.56132,1235.9812,1.00455,2231.43031,765.215,10895.7509,908.54441,153.5095,113.2551,32651.25229,12071.05991,0.36969669,0.90263415,0.085211935,0.014397581,0.01062214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67.0401,,10391.48222,857.77727,0.6018,981.24587,765.215,7186.26309,421.86532,147.80331
Sep-13,17249.55396,192.36833,3.48276,149.26657,567.612,15021.59133,1056.36944,114.64178,96.66245,34451.54862,16289.265,0.472816627,0.922177356,0.099076372,0.010752196,0.009065924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53.08501,,10833.58759,67.75302,2.81262,64.3752,567.612,9467.5552,518.82349,108.36503
Oct-13,14058.05229,341.37396,3.88722,768.82916,806.01,10820.24548,1032.79535,141.49548,101.70844,28074.39738,12096.24475,0.430863914,0.894512777,0.096865369,0.013270792,0.009539185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57.27445,,9153.80945,316.3951,3.33063,227.03325,806.01,7110.51735,522.23939,135.11922
Nov-13,13107.85329,932.15958,2.34974,2727.89574,782.654,7191.16964,1150.69793,166.081,117.00564,26177.86656,8624.95421,0.329475062,0.833763225,0.107923394,0.015576656,0.010973902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77.39749,,7927.20291,567.52683,2.26022,1181.09831,782.654,4586.41965,619.19784,159.91174
Dec-13,13942.12975,1364.72375,3.36934,2970.85338,782.193,7740.99594,748.28076,173.53755,105.42713,27831.5106,8768.24138,0.315047268,0.882844758,0.070180885,0.016276002,0.009887959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74.52972,,8233.57553,935.83784,3.2987,1162.97357,782.193,4737.08083,400.69345,167.25178
Jan-14,12379.30688,1113.58479,4.43638,2325.50999,742.828,7660.74953,226.00962,156.44113,106.38077,24715.24709,8149.58105,0.329739008,0.940017589,0.021197331,0.014672537,0.0099774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66.92421,,7116.17096,723.05944,4.25495,642.58987,742.828,4686.92466,129.57779,151.71779
Feb-14,13636.59069,1243.14176,4.48448,2195.68141,807.674,8681.12314,391.76077,164.72904,108.42025,27233.60554,9346.0332,0.343180163,0.928856441,0.03674305,0.015449856,0.010168682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67.5238,,7858.41804,832.04887,4.22152,454.09138,807.674,5350.24824,221.02322,158.95462
Mar-14,15559.464,1287.64855,25.54896,3244.73846,834.343,9555.00766,297.6129,163.39446,97.99236,31065.75035,10114.00738,0.32556778,0.944730145,0.027912968,0.015324686,0.009190655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52.57305,,9499.39722,857.1284,25.4978,1264.18276,834.343,6159.01508,160.9731,155.09788
Apr-14,13028.05794,813.11149,4.41578,2650.00352,612.921,8054.16031,600.64113,151.69966,101.32375,26016.33458,8907.82485,0.342393538,0.904166892,0.056333837,0.014227837,0.009503105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61.03417,,7627.55805,391.10935,4.36297,894.78069,612.921,5214.33015,334.3578,144.15508
May-14,13301.15476,1359.34343,1.95178,3434.47555,721.34,6843.26585,613.48034,169.00495,118.04237,26562.05903,7743.79351,0.29153589,0.883709753,0.05753802,0.015850891,0.011071136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.17156,,7995.29831,929.16752,1.64577,1538.37854,721.34,4302.66217,307.45306,163.90834
Jun-14,12657.54666,1083.82613,2.65816,3952.43351,547.254,6148.51363,616.49066,145.05315,115.91877,25269.69467,7025.97621,0.278039616,0.875111649,0.057820357,0.013604464,0.010871965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76.33947,,7197.99801,741.36592,2.22509,1825.33079,547.254,3626.37535,281.83821,139.15378
Jul-14,13528.00427,1046.04729,4.08412,4131.19235,105.617,7109.50911,805.76578,158.22872,121.11978,27009.56842,8194.62339,0.30339705,0.867582166,0.075572377,0.014840194,0.011359765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76.29288,,7931.80948,743.38756,3.42159,2025.56618,105.617,4522.1033,345.14231,152.10648
Aug-14,15723.0236,770.58638,2.88517,3420.91411,695.488,9945.95051,576.67412,145.21539,125.20596,31405.94324,10793.04598,0.343662532,0.921514698,0.054085983,0.01361968,0.011743006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83.07078,,9953.82764,768.77821,2.83538,1666.68006,695.488,6412.26261,239.25244,139.1476
Sep-14,16200.36643,100.05118,4.03171,482.60344,19.858,14547.12746,821.61318,95.58703,88.31075,32359.54918,15552.63842,0.480619749,0.935347885,0.077058697,0.008965061,0.008282622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44.16374,,10105.99807,9.80679,2.66023,158.90229,19.858,9436.6812,356.26688,89.52644
Jan-01,14840.63205,5.27038,1.4118,394.48712,167.382,13357.05151,688.3666,85.00651,101.63847,29641.24644,14232.06309,0.480143881,0.93851829,0.064561566,0.007972719,0.009532622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59.57016,,9238.61965,3.59808,1.35475,124.97455,167.382,8500.96889,329.86459,79.13451
Oct-14,15058.53648,432.7365,2.89487,960.46081,709.683,12023.29664,714.75529,100.89901,81.36386,30084.62646,12920.3148,0.429465688,0.930573041,0.067036548,0.009463269,0.007631077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51.3761,,8972.46411,388.85225,3.11971,232.22275,709.683,7199.50991,321.90557,95.0213
Nov-14,14431.49489,1286.76912,4.91306,2495.27406,821.82,8773.75616,805.95887,115.11013,108.00345,28843.09974,9802.82861,0.339867376,0.895022907,0.075590487,0.010796123,0.010129591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71.46542,,8367.81666,870.75552,2.36726,864.42669,821.82,5254.81306,434.70831,108.38777
Dec-14,13216.80614,1225.09807,3.72467,2739.2075,593.407,8142.53612,257.46273,113.58785,107.24129,26399.07137,8620.82799,0.326558002,0.944519033,0.024147303,0.010653349,0.010058108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72.03186,,7709.20752,835.37216,1.87653,1026.43346,593.407,4975.27361,144.35544,107.70199
Jan-15,16716.05368,1346.75055,3.08032,1842.39683,804.901,11900.30591,556.7956,105.34806,114.50072,33390.13267,12676.95029,0.379661573,0.938735708,0.052221586,0.009880543,0.010738966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74.62405,,9870.13789,938.45101,2.23699,349.2622,804.901,7328.70883,316.36785,98.84375
Feb-15,15426.53946,1400.37584,3.88309,2775.56068,828.714,9627.61921,517.0371,118.9534,105.60938,30804.29216,10369.21909,0.336616048,0.928480643,0.048492656,0.011156581,0.009905052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64.68171,,9348.66043,972.43733,2.39477,806.25663,828.714,6270.07675,319.00329,110.4055
Mar-15,12793.51722,1290.85099,3.88142,2238.07968,632.563,7945.17201,395.75864,126.54402,114.25226,25540.61924,8581.72693,0.336003088,0.925824379,0.037118009,0.011868502,0.010715663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70.99431,,7595.32453,876.02459,3.76017,596.48572,632.563,5077.16756,253.04488,118.32423
Apr-15,12744.0284,1445.69475,0.462,2646.79364,821.604,7145.74174,408.56605,116.57171,119.0867,25448.54899,7789.9662,0.306106498,0.917300737,0.038319209,0.010933203,0.011169083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85.83869,,7591.05251,1019.73591,0.66659,803.20401,821.604,4570.90522,237.55246,108.88261
May-15,12867.16252,1298.84789,2.30844,3301.803,789.085,6915.97501,316.70807,116.0948,111.42552,25719.41025,7460.2034,0.290061216,0.927049122,0.029703895,0.010888474,0.010450545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83.40923,,7725.21437,940.96591,1.83887,1501.88267,789.085,4207.61216,169.65948,108.54834
Jun-15,14433.38754,1166.25337,4.03323,3440.7212,718.798,8262.22041,543.68316,130.6179,123.51772,28823.23253,9060.03919,0.314331128,0.911940913,0.050991777,0.012250589,0.011584666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81.32392,,8868.33867,744.57596,3.93941,1549.45675,718.798,5397.23525,297.02027,122.8145
Jul-15,16848.94095,1124.44784,4.02745,1651.06306,802.249,12408.15522,581.97744,113.78096,116.2224,33650.86432,13220.13602,0.392861708,0.938579997,0.054583379,0.01067146,0.010900442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77.36931,,10911.81099,751.96226,3.60849,483.47036,802.249,8420.17017,306.99109,105.99003
Aug-15,18972.74028,304.89146,5.82678,238.59987,712.652,16705.40697,794.92195,92.68768,76.31789,37904.04488,17669.33449,0.466159602,0.945446303,0.07455534,0.008693132,0.007157817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37.24547,,12604.60788,118.02647,5.12822,45.63005,712.652,11210.10155,396.59914,84.91564
Sep-15,16855.29193,335.93217,1.79604,986.04501,751.934,13932.31267,616.32862,94.18212,96.64033,33670.46289,14739.46374,0.437756493,0.945238776,0.057805159,0.008833295,0.009063849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58.54662,,10839.38639,329.95606,1.77022,162.53363,751.934,9146.20742,330.21272,85.78732
Oct-15,14545.62915,864.38487,2.23042,2931.82981,802.816,9044.02086,653.92419,106.2397,97.84542,29048.92042,9902.03017,0.340874292,0.913350162,0.061331229,0.009964169,0.009176874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63.3683,,8482.33596,531.06177,2.15498,1103.81318,802.816,5537.18725,375.0795,98.23364
Nov-15,15340.97069,1255.44537,3.32008,2743.58081,805.559,9629.4663,618.35971,118.3526,119.37068,30634.42524,10485.54929,0.342279942,0.918355923,0.057995654,0.011100232,0.011195718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77.76719,,8783.75152,849.59932,3.4236,850.11889,805.559,5767.15428,360.74285,110.75519
Dec-15,14234.02178,1247.67126,3.77058,2769.7816,781.476,8705.83805,475.16218,112.50943,99.57888,28429.80976,9393.08854,0.330395758,0.92683445,0.044565228,0.010552204,0.009339454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63.29859,,8301.56357,834.16226,3.28911,837.99131,781.476,5409.35425,297.35567,109.77652
Jan-16,16455.21159,1161.61664,14.56266,3172.21082,822.189,10482.35406,517.76336,119.96665,123.39038,32869.26516,11243.47445,0.342066499,0.932305588,0.048560772,0.011251613,0.011572723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84.02099,,9776.40422,793.13632,3.21492,1068.51073,822.189,6623.58578,314.22295,116.52045
Feb-16,15374.42915,1362.76021,5.51784,2805.98263,839.837,9466.96974,592.2588,118.81559,120.16329,30686.73425,10298.20742,0.335591508,0.919283265,0.055547662,0.011143656,0.011270056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79.87549,,9172.41217,923.16249,4.80625,787.19222,839.837,6073.91478,371.73528,118.81559
Mar-16,12999.98887,1235.06036,5.0002,2594.43983,795.942,7760.87696,296.41968,118.64433,142.56805,25948.94028,8318.50902,0.320572206,0.932964903,0.027801056,0.011127594,0.013371387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97.91291,,7804.4331,806.7593,3.66467,810.54638,795.942,5032.38441,195.59992,118.64433
Apr-16,12630.73277,1172.91499,4.00652,3009.79651,831.062,7007.61191,298.7469,137.25858,133.87033,25226.00051,7577.48772,0.300384031,0.924793569,0.028019325,0.012873415,0.012555633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96.88966,,7684.07841,785.18974,3.64622,1195.32482,831.062,4498.1237,206.43984,137.25858
